"","cpid","crop.name","crop.category","cropid","variable","value"
"4952","KHANDWA","CODU","PULSES",202,"14",1
"4953","KHANDWA","KUTKI","PULSES",203,"14",1
"4954","KHANDWA","BADALI","PULSES",204,"14",1
"4955","KHANDWA","GRAM","PULSES",205,"14",1
"4956","KHANDWA","TUWAR","PULSES",206,"14",1
"4957","KHANDWA","URAD","PULSES",207,"14",1
"4958","KHANDWA","MUNG","PULSES",208,"14",1
"4959","KHANDWA","CHAWALA","PULSES",209,"14",1
"4960","KHANDWA","MASOOR","PULSES",210,"14",1
"4961","KHANDWA","SOYABEAN","OILSEEDS",301,"14",1
"4962","KHANDWA","MUNGFALI (GROUNDNUT)","OILSEEDS",302,"14",1
"4963","KHANDWA","TILLI(SESAME)","OILSEEDS",303,"14",1
"4964","KHANDWA","COTTON","FIBRE",401,"14",1
"4965","KHANDWA","JAM","FRUIT",501,"14",1
"4966","KHANDWA","AAM(MANGO)","FRUIT",502,"14",1
"4967","KHANDWA","JAMUN(BLACK PLUM)","FRUIT",503,"14",1
"4968","KHANDWA","BER (INDIAN APPLE)","FRUIT",504,"14",1
"4969","KHANDWA","AAWALA(GOOSEBERRY)","FRUIT",505,"14",1
"4970","KHANDWA","MAHUWA","FRUIT",506,"14",1
"4971","KHANDWA","TEMRU","FRUIT",507,"14",1
"4972","KHANDWA","NIMBU(LEMON)","FRUIT",508,"14",1
"4973","KHANDWA","SITAFAL(CUSTARD APPLE)","FRUIT",509,"14",1
"4974","KHANDWA","KELA(BANANA)","FRUIT",510,"14",1
"4975","KHANDWA","PAPITA(PAPPAYA)","FRUIT",511,"14",1
"4976","KHANDWA","KATAL (JACKFRUIT)","FRUIT",512,"14",1
"4977","KHANDWA","IMALI(TAMARIND)","FRUIT",513,"14",1
"4978","KHANDWA","SUGARCANE","FRUIT",514,"14",1
"4979","KHANDWA","BEGAN(BRINJAL)","VEGETABLES",601,"14",1
"4980","KHANDWA","BALAR","VEGETABLES",602,"14",1
"4981","KHANDWA","PALAK(SPINACH)","VEGETABLES",603,"14",1
"4982","KHANDWA","METHI(FENUGREEK)","VEGETABLES",604,"14",1
"4983","KHANDWA","BHINDI(OKRA)","VEGETABLES",605,"14",1
"4984","KHANDWA","KARELA(BITTER GOURD)","VEGETABLES",606,"14",1
"4985","KHANDWA","GAWARFALI(CLUSTER BEANS)","VEGETABLES",607,"14",1
"4986","KHANDWA","KADU(PUMPKIN)","VEGETABLES",608,"14",1
"4987","KHANDWA","GILKI","VEGETABLES",609,"14",1
"4988","KHANDWA","MUTTOR(PEAS)","VEGETABLES",610,"14",1
"4989","KHANDWA","LOKI(BOTTLE GOURD)","VEGETABLES",611,"14",1
"4990","KHANDWA","AMADI KI BHAJI","VEGETABLES",612,"14",1
"4991","KHANDWA","MIRCH","VEGETABLES",613,"14",1
"4994","MAHBUBNAGAR","RICE","CEREALS",101,"14",1
"4995","MAHBUBNAGAR","JOWAR","CEREALS",102,"14",1
"4998","MAHBUBNAGAR","TELLA JONNA","PULSES",202,"14",1
"4999","MAHBUBNAGAR","KANDI","PULSES",203,"14",1
"5001","MAHBUBNAGAR","GREEN GRAM ","PULSES",205,"14",1
"5002","MAHBUBNAGAR","HORSE GRAM","PULSES",206,"14",1
"5003","MAHBUBNAGAR","BEBBARLU","PULSES",207,"14",1
"5005","MAHBUBNAGAR","PALLI","OILSEEDS",301,"14",1
"5007","MAHBUBNAGAR","SUNFLOWER ","OILSEEDS",303,"14",1
"5010","MAHBUBNAGAR","MANGO","FRUIT",501,"14",1
"5011","MAHBUBNAGAR","PAPAYA","FRUIT",502,"14",1
"5013","MAHBUBNAGAR","SEETHAPHUL","FRUIT",504,"14",1
"5015","MAHBUBNAGAR","MANGA PANDU","FRUIT",506,"14",1
"5016","MAHBUBNAGAR","GANGA RENI PANDU","FRUIT",507,"14",1
"5018","MAHBUBNAGAR","SAPOTA","FRUIT",509,"14",1
"5021","MAHBUBNAGAR","GONGURA (LEAFY VEGETABLE)","VEGETABLES",603,"14",1
"5022","MAHBUBNAGAR","MIRCHI","VEGETABLES",604,"14",1
"5023","MAHBUBNAGAR","VANKAAYA","VEGETABLES",605,"14",1
"5025","MAHBUBNAGAR","SORAKAAYA","VEGETABLES",607,"14",1
"5027","MAHBUBNAGAR","ULLIGADDA","VEGETABLES",609,"14",1
"5030","MALKANGIRI","PADDY","CEREALS",102,"14",1
"5031","MALKANGIRI","RAGI","CEREALS",103,"14",1
"5032","MALKANGIRI","SUA (MILLETS)","CEREALS",104,"14",1
"5033","MALKANGIRI","SWEET CORN","CEREALS",105,"14",1
"5034","MALKANGIRI","BOROBOTI","PULSES",201,"14",1
"5035","MALKANGIRI","DONGORRANI","PULSES",202,"14",1
"5036","MALKANGIRI","HORSE GRAM","PULSES",203,"14",1
"5037","MALKANGIRI","JHUDUNGO","PULSES",204,"14",1
"5038","MALKANGIRI","PIGEON PEA","PULSES",205,"14",1
"5039","MALKANGIRI","BLACK GRAM","PULSES",206,"14",1
"5040","MALKANGIRI","GREEN GRAM","PULSES",207,"14",1
"5041","MALKANGIRI","ALSI","OILSEEDS",301,"14",1
"5042","MALKANGIRI","SEASAME","OILSEEDS",302,"14",1
"5055","MALKANGIRI"," YAM ROOT","VEGETABLES",601,"14",1
"5056","MALKANGIRI","ASH GOURD","VEGETABLES",602,"14",1
"5058","MALKANGIRI","BEANS","VEGETABLES",604,"14",1
"5059","MALKANGIRI","BITTER GOURD","VEGETABLES",605,"14",1
"5060","MALKANGIRI","BLACK BEANS","VEGETABLES",606,"14",1
"5061","MALKANGIRI","BOTTLE GOURD","VEGETABLES",607,"14",1
"5062","MALKANGIRI","BRINJAL","VEGETABLES",608,"14",1
"5063","MALKANGIRI","BUTTER BEANS","VEGETABLES",609,"14",1
"5064","MALKANGIRI","CABBAGE","VEGETABLES",610,"14",1
"5066","MALKANGIRI","CAULIFLOWER","VEGETABLES",612,"14",1
"5067","MALKANGIRI","DRUMSTICKS","VEGETABLES",613,"14",1
"5068","MALKANGIRI","EDDOE ( ROOT VEGETABLE)","VEGETABLES",614,"14",1
"5069","MALKANGIRI","EVY GOURD","VEGETABLES",615,"14",1
"5070","MALKANGIRI","KIDNEY BEANS","VEGETABLES",616,"14",1
"5072","MALKANGIRI","LADY’S FINGER","VEGETABLES",618,"14",1
"5074","MALKANGIRI","PUMPKIN","VEGETABLES",620,"14",1
"5075","MALKANGIRI","RADISH","VEGETABLES",621,"14",1
"5076","MALKANGIRI","RIDGE GOURD","VEGETABLES",622,"14",1
"5077","MALKANGIRI","SNAKE GOURD","VEGETABLES",623,"14",1
"5079","MALKANGIRI","TOMATO","VEGETABLES",625,"14",1
"5081","MALKANGIRI","CHILLI","VEGETABLES",627,"14",1
"5084","MALKANGIRI","GINGER","VEGETABLES",630,"14",1
"5085","MALKANGIRI","ONION","VEGETABLES",631,"14",1
"5086","MALKANGIRI","TURMERIC","VEGETABLES",632,"14",1
"5087","PALAMU","MAKKA(MAIZE)","CEREALS",101,"14",1
"5088","PALAMU"," DHAN(PADDY)","CEREALS",102,"14",1
"5089","PALAMU","GENHU(WHEAT)","CEREALS",103,"14",1
"5090","PALAMU","JO(JOWAR)","CEREALS",104,"14",1
"5094","PALAMU","KODO ","CEREALS",108,"14",1
"5095","PALAMU","JINORA(TYPE OF BAJRA)","CEREALS",109,"14",1
"5096","PALAMU","ARHAR","PULSES",201,"14",1
"5097","PALAMU","GRAM","PULSES",202,"14",1
"5098","PALAMU","MASOOR","PULSES",203,"14",1
"5099","PALAMU","KURTHI","PULSES",204,"14",1
"5101","PALAMU","URAD","PULSES",206,"14",1
"5102","PALAMU","KHESARI ","PULSES",207,"14",1
"5104","PALAMU","MOONG","PULSES",209,"14",1
"5105","PALAMU","MATAR(PEAS)","PULSES",210,"14",1
"5107","PALAMU","TISI","OILSEEDS",302,"14",1
"5108","PALAMU","SARSO(MUSTARD)","OILSEEDS",303,"14",1
"5109","PALAMU","BADAM","OILSEEDS",304,"14",1
"5110","PALAMU","TIL(SESAME)","OILSEEDS",305,"14",1
"5112","PALAMU","MAHUA FRUIT","FRUIT",501,"14",1
"5118","PALAMU","LEMON","FRUIT",507,"14",1
"5129","PALAMU","AADI (GINGER)","VEGETABLES",602,"14",1
"5130","PALAMU","TAMATOR(TOMATO)","VEGETABLES",603,"14",1
"5131","PALAMU","AALU(POTATO)","VEGETABLES",604,"14",1
"5132","PALAMU","PYAJ(ONION)","VEGETABLES",605,"14",1
"5133","PALAMU","BAIGAN(BRINJAL)","VEGETABLES",606,"14",1
"5134","PALAMU","MULLI(RADDISH)","VEGETABLES",607,"14",1
"5135","PALAMU","MIRCHA(CHILLIES)","VEGETABLES",608,"14",1
"5136","PALAMU","BHINDI (OKRA)","VEGETABLES",609,"14",1
"5138","PALAMU","LOKI(BOTTLE GOURD)","VEGETABLES",611,"14",1
"5139","PALAMU","CAULIFLOWER","VEGETABLES",612,"14",1
"5140","PALAMU","NENUA","VEGETABLES",613,"14",1
"5141","PALAMU","JHINGA ","VEGETABLES",614,"14",1
"5143","PALAMU","LAHSUN(GARLIC)","VEGETABLES",616,"14",1
"5144","PALAMU","SEM ","VEGETABLES",617,"14",1
"5152","PALAMU","PALAK(SPINACH)","VEGETABLES",625,"14",1
"5155","PALAMU","HALDI(TURMERIC)","VEGETABLES",628,"14",1
"5158","PALAMU","SAKARKAND(SWEET POTATO)","VEGETABLES",631,"14",1
"5159","BANKURA","PADDY","CEREALS",101,"14",1
"5160","BANKURA","WHEAT","CEREALS",102,"14",1
"5161","BANKURA","MAIZE","CEREALS",103,"14",1
"5162","BANKURA","BAJRA","CEREALS",104,"14",1
"5163","BANKURA","RAHER ","PULSES",201,"14",1
"5164","BANKURA","CHOLA","PULSES",202,"14",1
"5165","BANKURA","ROMA  ","PULSES",203,"14",1
"5167","BANKURA","MUSUR","PULSES",205,"14",1
"5169","BANKURA","DUMUR ","PULSES",207,"14",1
"5170","BANKURA","MUSTARD","OILSEEDS",301,"14",1
"5171","BANKURA","TISI ","OILSEEDS",302,"14",1
"5172","BANKURA","KHASLA ","OILSEEDS",303,"14",1
"5173","BANKURA","TAMARIND","FRUIT",501,"14",1
"5174","BANKURA","MANGO","FRUIT",502,"14",1
"5175","BANKURA","JAM / KUT (BLACKBERRY)","FRUIT",503,"14",1
"5176","BANKURA","JACKFRUIT","FRUIT",504,"14",1
"5177","BANKURA","BEL","FRUIT",505,"14",1
"5178","BANKURA","AMRA (  MANGO)","FRUIT",506,"14",1
"5179","BANKURA","DATE","FRUIT",507,"14",1
"5180","BANKURA","PLUM","FRUIT",508,"14",1
"5181","BANKURA","GUVAVA","FRUIT",509,"14",1
"5182","BANKURA","CUSTARD APPLE ","FRUIT",510,"14",1
"5183","BANKURA","KUL ","FRUIT",511,"14",1
"5184","BANKURA","COCONUT","FRUIT",512,"14",1
"5189","BANKURA","WATER MELON","FRUIT",517,"14",1
"5190","BANKURA","SUGER CANE","FRUIT",518,"14",1
"5191","BANKURA","POTATO","VEGETABLES",601,"14",1
"5192","BANKURA","GREEN ONION","VEGETABLES",602,"14",1
"5193","BANKURA","BRINJAL","VEGETABLES",603,"14",1
"5194","BANKURA","RADDISH","VEGETABLES",604,"14",1
"5195","BANKURA","LAU(BOTTLE GOURD)","VEGETABLES",605,"14",1
"5196","BANKURA","NOTE SHAK  (LEAFY VEGETABLE)","VEGETABLES",606,"14",1
"5197","BANKURA","MALHAN (FRENCH BEANS)","VEGETABLES",607,"14",1
"5198","BANKURA","MUNGA ( DRUMSTICK)","VEGETABLES",608,"14",1
"5199","BANKURA","PEPE (PAPAYA)","VEGETABLES",609,"14",1
"5200","BANKURA","SARU/ALTI (ROOT VEGETABLE)","VEGETABLES",610,"14",1
"5201","BANKURA","LADY'S FINGER","VEGETABLES",611,"14",1
"5202","BANKURA","JHINGA","VEGETABLES",612,"14",1
"5203","BANKURA","KARLA (BITTER GOURD )","VEGETABLES",613,"14",1
"5204","BANKURA","BARBATI","VEGETABLES",614,"14",1
"5205","BANKURA","KALMI SHAK  (LEAFY VEGETABLE)","VEGETABLES",615,"14",1
"5206","BANKURA","KUNDRI","VEGETABLES",616,"14",1
"5207","BANKURA","OLL KAPHI  (ROOT VEGETABLE)","VEGETABLES",617,"14",1
"5208","BANKURA","KHAM ALU  (ROOT VEGETABLE)","VEGETABLES",618,"14",1
"5211","BANKURA","PALANG SHAK  (LEAFY VEGETABLE)","VEGETABLES",621,"14",1
"5212","BANKURA","PURUI / PUI  (LEAFY VEGETABLE)","VEGETABLES",622,"14",1
"5213","BANKURA","TOMATO","VEGETABLES",623,"14",1
"5214","BANKURA","SIM","VEGETABLES",624,"14",1
"5217","BANKURA","KULATHI SHAK  (LEAFY VEGETABLE)","VEGETABLES",627,"14",1
"5218","BANKURA","HINCHA SHAK (LEAFY VEGETABLE)","VEGETABLES",628,"14",1
"5219","BANKURA","CAULIFLOWER","VEGETABLES",629,"14",1
"5220","BANKURA","CABBAGE","VEGETABLES",630,"14",1
"5221","BANKURA","PUMPKIN","VEGETABLES",631,"14",1
"5222","BANKURA","SHOSHA (CUCUMBER)","VEGETABLES",632,"14",1
"5223","KACHCHH","JOWAR","CEREALS",101,"15",1
"5224","KACHCHH","BAJRA","CEREALS",102,"15",1
"5225","KACHCHH","WHEAT","CEREALS",103,"15",1
"5226","KACHCHH","MUG","PULSES",201,"15",1
"5227","KACHCHH","MATH","PULSES",202,"15",1
"5229","KACHCHH","ARANDA","OILSEEDS",301,"15",1
"5230","KACHCHH","TAL (SESAME)","OILSEEDS",302,"15",1
"5231","KACHCHH","GROUNDNUT(MUNGFALI)","OILSEEDS",303,"15",1
"5232","KACHCHH","RAYDO (MUSTARD)","OILSEEDS",304,"15",1
"5234","KACHCHH","KAPAS(COTTON)","FIBRE",401,"15",1
"5235","KACHCHH","DADAM (POMERGRANATE)","FRUIT",501,"15",1
"5236","KACHCHH","APPLE BOR","FRUIT",502,"15",1
"5237","KACHCHH","PAPIYA(PAPPAYA)","FRUIT",503,"15",1
"5238","KACHCHH","RIGAN (BRINJAL)","VEGETABLES",601,"15",1
"5239","KACHCHH","MARCHA (MIRCHI)","VEGETABLES",602,"15",1
"5240","KACHCHH","TAMETA(TOMATO)","VEGETABLES",603,"15",1
"5241","KACHCHH","MULI(RADDISH)","VEGETABLES",604,"15",1
"5242","KACHCHH","DHANA (DHANIYA)","VEGETABLES",605,"15",1
"5243","KACHCHH","DUDHI(LOUKI)","VEGETABLES",606,"15",1
"5244","KACHCHH","DUNGLI (ONION)","VEGETABLES",607,"15",1
"5245","KACHCHH","BHINDA(OKRA)","VEGETABLES",608,"15",1
"5246","KACHCHH","FLAVAR ","VEGETABLES",609,"15",1
"5247","KACHCHH","GOBI(CAULIFLOWER)","VEGETABLES",610,"15",1
"5248","KACHCHH","GAJAR(CARROT)","VEGETABLES",611,"15",1
"5249","KACHCHH","SOVIN (GOUVAR)","OTHERS",701,"15",1
"5250","KACHCHH","ISABGOL","OTHERS",702,"15",1
"5251","DEVAS","JOWAR","CEREALS",101,"15",1
"5252","DEVAS","MAKKA(MAIZE)","CEREALS",102,"15",1
"5253","DEVAS","DHAN(PADDY)","CEREALS",103,"15",1
"5254","DEVAS","RAJGARA","CEREALS",104,"15",1
"5255","DEVAS","BAJRA","CEREALS",105,"15",1
"5256","DEVAS","GENHU(WHEAT)","CEREALS",104,"15",1
"5257","DEVAS","TUAR","PULSES",201,"15",1
"5258","DEVAS","CHANA","PULSES",202,"15",1
"5259","DEVAS","CHAWLA","PULSES",203,"15",1
"5260","DEVAS","URAD","PULSES",204,"15",1
"5261","DEVAS","MUNG","PULSES",205,"15",1
"5262","DEVAS","SOYABEAN","OILSEEDS",301,"15",1
"5263","DEVAS","MUNGFALI(GROUNDNUT)","OILSEEDS",302,"15",1
"5264","DEVAS","TILLEE(SESAME)","OILSEEDS",303,"15",1
"5265","DEVAS","KAPAS(COTTON)","FIBRE",401,"15",1
"5266","DEVAS","AAM(MANGO)","FRUIT",501,"15",1
"5267","DEVAS","NARIYAL(COCUNUT)","FRUIT",502,"15",1
"5268","DEVAS","JAM","FRUIT",503,"15",1
"5269","DEVAS","JAMUN","FRUIT",504,"15",1
"5270","DEVAS","PAPITA","FRUIT",505,"15",1
"5271","DEVAS","TARBUJ","FRUIT",506,"15",1
"5272","DEVAS","KHARBUJ","FRUIT",507,"15",1
"5273","DEVAS","AMROOD","FRUIT",508,"15",1
"5274","DEVAS","SITAFAL","FRUIT",509,"15",1
"5275","DEVAS","ANAR","FRUIT",510,"15",1
"5276","DEVAS","TEMRU","FRUIT",511,"15",1
"5277","DEVAS","KHAJUR(DATES)","FRUIT",512,"15",1
"5278","DEVAS","BILLA","FRUIT",513,"15",1
"5279","DEVAS","BAIR(INDIAN APPLE)","FRUIT",514,"15",1
"5280","DEVAS","MAHUA","FRUIT",515,"15",1
"5281","DEVAS","IMALI(TAMARIND)","FRUIT",516,"15",1
"5282","DEVAS","KAILA","FRUIT",517,"15",1
"5283","DEVAS","AWLA(GOOSEBERRY)","FRUIT",518,"15",1
"5286","DEVAS","KARUNDA","FRUIT",521,"15",1
"5287","DEVAS","NIMBU(LEMON)","FRUIT",522,"15",1
"5288","DEVAS","NARANGI","FRUIT",523,"15",1
"5289","DEVAS","KATAR","FRUIT",524,"15",1
"5290","DEVAS","BHINDI(OKRA)","VEGETABLES",601,"15",1
"5291","DEVAS","KARELA(BITTER GOURD)","VEGETABLES",602,"15",1
"5292","DEVAS","KAKADI","VEGETABLES",603,"15",1
"5293","DEVAS","BAINGAN(BRINJAL)","VEGETABLES",604,"15",1
"5294","DEVAS","GOBHI(CAULIFLOWER)","VEGETABLES",605,"15",1
"5295","DEVAS","TAMATAR(TOMATO)","VEGETABLES",606,"15",1
"5296","DEVAS","GAJAR(CARROT)","VEGETABLES",607,"15",1
"5297","DEVAS","MULI(RADDISH)","VEGETABLES",608,"15",1
"5298","DEVAS","PALAK(SPINACH)","VEGETABLES",609,"15",1
"5299","DEVAS","MAITHI(FENUGREEK)","VEGETABLES",610,"15",1
"5300","DEVAS","AALU(POTATO)","VEGETABLES",611,"15",1
"5301","DEVAS","BATLA","VEGETABLES",612,"15",1
"5302","DEVAS","DHANIYA(CORIANDER)","VEGETABLES",613,"15",1
"5303","DEVAS","MIRCHI(CHILLIES)","VEGETABLES",614,"15",1
"5304","DEVAS","ARABI(TARO)","VEGETABLES",615,"15",1
"5305","DEVAS","GILKI","VEGETABLES",616,"15",1
"5306","DEVAS","GAWARFALI(CLUSTER BEANS)","VEGETABLES",617,"15",1
"5307","DEVAS","LOKI(BOTTLE GOURD)","VEGETABLES",618,"15",1
"5308","DEVAS","KADDU(PUMPKIN)","VEGETABLES",619,"15",1
"5309","DEVAS","TORIYA (RIDGE GOURD)","VEGETABLES",620,"15",1
"5310","DEVAS","TUMADI","VEGETABLES",621,"15",1
"5311","DEVAS","JHUMAKI","VEGETABLES",622,"15",1
"5312","DEVAS","BALAR","VEGETABLES",624,"15",1
"5313","DEVAS","SURJNAFALI","VEGETABLES",625,"15",1
"5314","DEVAS","HALDI(TURMERIC)","VEGETABLES",626,"15",1
"5315","DEVAS","DANGARI","VEGETABLES",627,"15",1
"5316","DEVAS","AMADI","VEGETABLES",628,"15",1
"5318","DEVAS","SOUP","VEGETABLES",630,"15",1
"5319","DEVAS","ARANDI","VEGETABLES",631,"15",1
"5320","KHANDWA","JOWAR","CEREALS",101,"15",1
"5321","KHANDWA","MAIZE","CEREALS",102,"15",1
"5322","KHANDWA","WHEAT","CEREALS",103,"15",1
"5323","KHANDWA","PADDY","CEREALS",104,"15",1
"5324","KHANDWA","SAWARIYA","PULSES",201,"15",1
"5325","KHANDWA","CODU","PULSES",202,"15",1
"5326","KHANDWA","KUTKI","PULSES",203,"15",1
"5327","KHANDWA","BADALI","PULSES",204,"15",1
"5328","KHANDWA","GRAM","PULSES",205,"15",1
"5329","KHANDWA","TUWAR","PULSES",206,"15",1
"5330","KHANDWA","URAD","PULSES",207,"15",1
"5331","KHANDWA","MUNG","PULSES",208,"15",1
"5332","KHANDWA","CHAWALA","PULSES",209,"15",1
"5333","KHANDWA","MASOOR","PULSES",210,"15",1
"5334","KHANDWA","SOYABEAN","OILSEEDS",301,"15",1
"5335","KHANDWA","MUNGFALI (GROUNDNUT)","OILSEEDS",302,"15",1
"5336","KHANDWA","TILLI(SESAME)","OILSEEDS",303,"15",1
"5337","KHANDWA","COTTON","FIBRE",401,"15",1
"5338","KHANDWA","JAM","FRUIT",501,"15",1
"5339","KHANDWA","AAM(MANGO)","FRUIT",502,"15",1
"5340","KHANDWA","JAMUN(BLACK PLUM)","FRUIT",503,"15",1
"5341","KHANDWA","BER (INDIAN APPLE)","FRUIT",504,"15",1
"5342","KHANDWA","AAWALA(GOOSEBERRY)","FRUIT",505,"15",1
"5343","KHANDWA","MAHUWA","FRUIT",506,"15",1
"5344","KHANDWA","TEMRU","FRUIT",507,"15",1
"5345","KHANDWA","NIMBU(LEMON)","FRUIT",508,"15",1
"5346","KHANDWA","SITAFAL(CUSTARD APPLE)","FRUIT",509,"15",1
"5347","KHANDWA","KELA(BANANA)","FRUIT",510,"15",1
"5348","KHANDWA","PAPITA(PAPPAYA)","FRUIT",511,"15",1
"5349","KHANDWA","KATAL (JACKFRUIT)","FRUIT",512,"15",1
"5350","KHANDWA","IMALI(TAMARIND)","FRUIT",513,"15",1
"5351","KHANDWA","SUGARCANE","FRUIT",514,"15",1
"5352","KHANDWA","BEGAN(BRINJAL)","VEGETABLES",601,"15",1
"5353","KHANDWA","BALAR","VEGETABLES",602,"15",1
"5354","KHANDWA","PALAK(SPINACH)","VEGETABLES",603,"15",1
"5355","KHANDWA","METHI(FENUGREEK)","VEGETABLES",604,"15",1
"5356","KHANDWA","BHINDI(OKRA)","VEGETABLES",605,"15",1
"5357","KHANDWA","KARELA(BITTER GOURD)","VEGETABLES",606,"15",1
"5358","KHANDWA","GAWARFALI(CLUSTER BEANS)","VEGETABLES",607,"15",1
"5359","KHANDWA","KADU(PUMPKIN)","VEGETABLES",608,"15",1
"5360","KHANDWA","GILKI","VEGETABLES",609,"15",1
"5361","KHANDWA","MUTTOR(PEAS)","VEGETABLES",610,"15",1
"5362","KHANDWA","LOKI(BOTTLE GOURD)","VEGETABLES",611,"15",1
"5363","KHANDWA","AMADI KI BHAJI","VEGETABLES",612,"15",1
"5364","KHANDWA","MIRCH","VEGETABLES",613,"15",1
"5365","KHANDWA","GAJAR(CARROT)","VEGETABLES",614,"15",1
"5366","KHANDWA","MULI(RADDISH)","VEGETABLES",615,"15",1
"5367","MAHBUBNAGAR","RICE","CEREALS",101,"15",1
"5368","MAHBUBNAGAR","JOWAR","CEREALS",102,"15",1
"5372","MAHBUBNAGAR","KANDI","PULSES",203,"15",1
"5374","MAHBUBNAGAR","GREEN GRAM ","PULSES",205,"15",1
"5378","MAHBUBNAGAR","PALLI","OILSEEDS",301,"15",1
"5380","MAHBUBNAGAR","SUNFLOWER ","OILSEEDS",303,"15",1
"5383","MAHBUBNAGAR","MANGO","FRUIT",501,"15",1
"5385","MAHBUBNAGAR","REGU","FRUIT",503,"15",1
"5386","MAHBUBNAGAR","SEETHAPHUL","FRUIT",504,"15",1
"5387","MAHBUBNAGAR","NALLA NERADI PANDU","FRUIT",505,"15",1
"5388","MAHBUBNAGAR","MANGA PANDU","FRUIT",506,"15",1
"5391","MAHBUBNAGAR","SAPOTA","FRUIT",509,"15",1
"5392","MAHBUBNAGAR","PAALAKURA  (LEAFYVEGETABLE)                                                                                                                                ","VEGETABLES",601,"15",1
"5395","MAHBUBNAGAR","MIRCHI","VEGETABLES",604,"15",1
"5396","MAHBUBNAGAR","VANKAAYA","VEGETABLES",605,"15",1
"5397","MAHBUBNAGAR","BENDA ","VEGETABLES",606,"15",1
"5399","MAHBUBNAGAR","BEERAKAAYA","VEGETABLES",608,"15",1
"5400","MAHBUBNAGAR","ULLIGADDA","VEGETABLES",609,"15",1
"5401","MAHBUBNAGAR","TOTA KURA(LEAFY VEGETABLE)","VEGETABLES",610,"15",1
"5403","MALKANGIRI","PADDY","CEREALS",102,"15",1
"5406","MALKANGIRI","SWEET CORN","CEREALS",105,"15",1
"5407","MALKANGIRI","BOROBOTI","PULSES",201,"15",1
"5409","MALKANGIRI","HORSE GRAM","PULSES",203,"15",1
"5410","MALKANGIRI","JHUDUNGO","PULSES",204,"15",1
"5411","MALKANGIRI","PIGEON PEA","PULSES",205,"15",1
"5412","MALKANGIRI","BLACK GRAM","PULSES",206,"15",1
"5413","MALKANGIRI","GREEN GRAM","PULSES",207,"15",1
"5415","MALKANGIRI","SEASAME","OILSEEDS",302,"15",1
"5416","MALKANGIRI","GROUND NUT","OILSEEDS",303,"15",1
"5419","MALKANGIRI","BANANA","FRUIT",502,"15",1
"5421","MALKANGIRI","KIDNEY BEANS","PULSES",NA,"15",1
"5428","MALKANGIRI"," YAM ROOT","VEGETABLES",601,"15",1
"5429","MALKANGIRI","ASH GOURD","VEGETABLES",602,"15",1
"5431","MALKANGIRI","BEANS","VEGETABLES",604,"15",1
"5432","MALKANGIRI","BITTER GOURD","VEGETABLES",605,"15",1
"5434","MALKANGIRI","BOTTLE GOURD","VEGETABLES",607,"15",1
"5435","MALKANGIRI","BRINJAL","VEGETABLES",608,"15",1
"5436","MALKANGIRI","BUTTER BEANS","VEGETABLES",609,"15",1
"5440","MALKANGIRI","DRUMSTICKS","VEGETABLES",613,"15",1
"5441","MALKANGIRI","EDDOE ( ROOT VEGETABLE)","VEGETABLES",614,"15",1
"5442","MALKANGIRI","EVY GOURD","VEGETABLES",615,"15",1
"5443","MALKANGIRI","KIDNEY BEANS","VEGETABLES",616,"15",1
"5445","MALKANGIRI","LADY’S FINGER","VEGETABLES",618,"15",1
"5447","MALKANGIRI","PUMPKIN","VEGETABLES",620,"15",1
"5449","MALKANGIRI","RIDGE GOURD","VEGETABLES",622,"15",1
"5450","MALKANGIRI","SNAKE GOURD","VEGETABLES",623,"15",1
"5452","MALKANGIRI","TOMATO","VEGETABLES",625,"15",1
"5454","MALKANGIRI","CHILLI","VEGETABLES",627,"15",1
"5460","PALAMU","MAKKA(MAIZE)","CEREALS",101,"15",1
"5461","PALAMU"," DHAN(PADDY)","CEREALS",102,"15",1
"5462","PALAMU","GENHU(WHEAT)","CEREALS",103,"15",1
"5463","PALAMU","JO(JOWAR)","CEREALS",104,"15",1
"5469","PALAMU","ARHAR","PULSES",201,"15",1
"5470","PALAMU","GRAM","PULSES",202,"15",1
"5471","PALAMU","MASOOR","PULSES",203,"15",1
"5472","PALAMU","KURTHI","PULSES",204,"15",1
"5474","PALAMU","URAD","PULSES",206,"15",1
"5475","PALAMU","KHESARI ","PULSES",207,"15",1
"5477","PALAMU","MOONG","PULSES",209,"15",1
"5478","PALAMU","MATAR(PEAS)","PULSES",210,"15",1
"5480","PALAMU","TISI","OILSEEDS",302,"15",1
"5481","PALAMU","SARSO(MUSTARD)","OILSEEDS",303,"15",1
"5483","PALAMU","TIL(SESAME)","OILSEEDS",305,"15",1
"5486","PALAMU","AAM(MANGO)","FRUIT",502,"15",1
"5488","PALAMU","AMRUD(GUVAVA)","FRUIT",504,"15",1
"5495","PALAMU","EMALI(TAMARIND)","FRUIT",511,"15",1
"5502","PALAMU","AADI (GINGER)","VEGETABLES",602,"15",1
"5503","PALAMU","TAMATOR(TOMATO)","VEGETABLES",603,"15",1
"5504","PALAMU","AALU(POTATO)","VEGETABLES",604,"15",1
"5505","PALAMU","PYAJ(ONION)","VEGETABLES",605,"15",1
"5508","PALAMU","MIRCHA(CHILLIES)","VEGETABLES",608,"15",1
"5509","PALAMU","BHINDI (OKRA)","VEGETABLES",609,"15",1
